repository,commit_sha,commit_date,commit_title,commit_message,commit_author,additions,deletions,total_changes
ros-planning/navigation2,46172d710c34c65a519580932ab571e172b3afe0,2026-03-06T20:31:18Z,New inflation layer with optional OpenMP acceleration (#5933),"* OpenMP inflation layer

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* restart tests

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* disable openmp

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* enable flag

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* limit thread number

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* enable openmp for testing

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* check docker cores

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* set OMP_NUM_THREADS to 4

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* dynamic num_thread

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* remove openmp from packages.xml

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* turn on by default

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* hardcode COST_LUT_PRECISION

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* test out big test

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* add back legacy layer

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* set to 100

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* fix legacy inflation layer

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* Revert ""fix legacy inflation layer""

This reverts commit 21fa1493de8c1180e8079c348792925cf96457df.

* off by default

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* base class approach

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* simplified interface

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* add test coverage

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* remove cpp file

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* Fix broken build

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* Add tests for legacy inflation layer

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* Enable OpenMP support and add legacy inflation layer test configuration

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* lint

* lint

* remove  -DENABLE_OPENMP=ON

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

---------

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>",tonynajjar,3073,443,3516
ros-planning/navigation2,105b109cc5e8b07958c07e614527543149f30870,2026-03-05T23:43:06Z,🛠️ Bump docker/setup-buildx-action from 3 to 4 (#6007),"Bumps [docker/setup-buildx-action](https://github.com/docker/setup-buildx-action) from 3 to 4.
- [Release notes](https://github.com/docker/setup-buildx-action/releases)
- [Commits](https://github.com/docker/setup-buildx-action/compare/v3...v4)

---
updated-dependencies:
- dependency-name: docker/setup-buildx-action
  dependency-version: '4'
  dependency-type: direct:production
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],1,1,2
ros-planning/navigation2,e3ed1fb0ae28ca79a5d0118a8182ef6437d0e5de,2026-03-05T23:42:52Z,🛠️ Bump docker/build-push-action from 6 to 7 (#6008),"Bumps [docker/build-push-action](https://github.com/docker/build-push-action) from 6 to 7.
- [Release notes](https://github.com/docker/build-push-action/releases)
- [Commits](https://github.com/docker/build-push-action/compare/v6...v7)

---
updated-dependencies:
- dependency-name: docker/build-push-action
  dependency-version: '7'
  dependency-type: direct:production
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],1,1,2
ros-planning/navigation2,fd8621cc697d16ec3d4cc00919ca5ed688e6f5c2,2026-03-05T02:13:37Z,🛠️ Bump docker/login-action from 3 to 4 (#6004),"Bumps [docker/login-action](https://github.com/docker/login-action) from 3 to 4.
- [Release notes](https://github.com/docker/login-action/releases)
- [Commits](https://github.com/docker/login-action/compare/v3...v4)

---
updated-dependencies:
- dependency-name: docker/login-action
  dependency-version: '4'
  dependency-type: direct:production
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],1,1,2
ros-planning/navigation2,21e687dbcefb3f722aff08b254f2f983242a43e9,2026-03-04T17:03:39Z,[Graceful Controller] Enhance approach goal logic (#5947),"* Enhance approach goal logic

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

* Add test case for finding best approach

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

* Cast static and validate safety_cost

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

* Refactor max cost calculation

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

* Add validateTargetPoseOnApproach() and reduce unnecessary copies

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

* Share speed limit

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

* Set lethal obstacle

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

* Spread risky cost to 0.5x0.5 region

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

* Remove shared max_velocity (managed inside smooth_control_law)

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

* Fix for reviews

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

* Suppress chattering

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

* Add comment

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

* Refactor reuse condition

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

* Fix redundancy

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

* Fix bug

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>

---------

Signed-off-by: Tatsuro Sakaguchi <tatsuro.sakaguchi@g.softbank.co.jp>",Tacha-S,346,23,369
ros-planning/navigation2,f0a202a3dc9cb34fce897a5a045e2d7226de293f,2026-03-02T20:54:09Z,Avoid unnecessary A* heuristic table recomputation on dynamic parameter changes (#5980) (#5981),"* nav2_smac_planner: avoid unnecessary heuristic table recomputation on dynamic parameter changes (#5980)

The SmacPlanner dynamic parameter callbacks destroyed and recreated the
AStarAlgorithm instance for every reinit_a_star parameter change,
unconditionally triggering precomputeDistanceHeuristic which blocks the
executor.

Only parameters that affect the heuristic table (lookup_table_size,
minimum_turning_radius, downsampling_factor, angle_quantization_bins,
motion_model_for_search) now trigger a full rebuild. All others reuse
the existing instance via a new setSearchInfo method, skipping the
expensive recomputation.

Signed-off-by: Dylan De Coeyer <dylan.decoeyer@quimesis.be>

* nav2_smac_planner: recompute motion primitives when allow_primitive_interpolation changes

This commit prevents initDubin and initReedsShepp from early-returning
when the allow_primitive_interpolation is updated, ensuring motion
primitives recomputation. It allows to stop re-generating the lookup
table in this case.

Signed-off-by: Dylan De Coeyer <dylan.decoeyer@quimesis.be>

* Update nav2_smac_planner/src/a_star.cpp

Signed-off-by: Steve Macenski <stevenmacenski@gmail.com>

* nav2_smac_planner: rework comment in nav2_smac_planner/src/a_star.cpp

Signed-off-by: Dylan De Coeyer <dylan.decoeyer@quimesis.be>

---------

Signed-off-by: Dylan De Coeyer <dylan.decoeyer@quimesis.be>
Signed-off-by: Steve Macenski <stevenmacenski@gmail.com>
Co-authored-by: Steve Macenski <stevenmacenski@gmail.com>",DylanDeCoeyer-Quimesis,41,7,48
ros-planning/navigation2,e85bbba88d4ce5f71b56887514cbd5e1e48203e3,2026-03-02T20:14:20Z,Set StaticLayer to non-current as soon as an update is received (#5984),"* fix: reset current state to false after updating map in StaticLayer

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* feat: log duration for costmap updates in ControllerServer and PlannerServer

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* feat: add waitForCostmap method to synchronize costmap updates in ControllerServer and PlannerServer

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

* lint

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>

---------

Signed-off-by: Tony Najjar <tony.najjar@dexory.com>",tonynajjar,51,18,69
ros-planning/navigation2,7a6ceaff850959ec549e731577015f40adec78c8,2026-03-02T20:13:21Z,[RPP] Prevent collision check premature termination with scaled_lookahead (#5677),"* dynamic param + test

Signed-off-by: EricoMeger <ericomeger9@gmail.com>

* expand tests

Signed-off-by: EricoMeger <ericomeger9@gmail.com>

---------

Signed-off-by: EricoMeger <ericomeger9@gmail.com>",EricoMeger,199,6,205
ros-planning/navigation2,cf36cc8237f46f58cec1f868d2e3ad354be67092,2026-02-28T06:16:12Z,Fix tests after rolling sync 0225 (#5987),"* Fix tests after rolling sync 0225

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Fix docking test

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Add support for Jazzy and Kilted

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Fix rclcpp version

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Add NodeExecutionError

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Remove deprecated exception handling for BT.CPP

Remove back-compatibility code for BT.CPP 3.8.x.

Signed-off-by: Maurice Alexander Purnawan <mauricepurnawan@gmail.com>

* Update behavior_tree_engine.cpp

Co-authored-by: Steve Macenski <stevenmacenski@gmail.com>
Signed-off-by: Maurice Alexander Purnawan <mauricepurnawan@gmail.com>

---------

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>
Signed-off-by: Maurice Alexander Purnawan <mauricepurnawan@gmail.com>
Co-authored-by: Steve Macenski <stevenmacenski@gmail.com>",mini-1235,42,6,48
ros-planning/navigation2,eed33e8efc6e7e96e57c2721702e5209cb056577,2026-02-27T20:42:25Z,Ensure BtServiceNode respects constructor service name when XML port is empty (#5990),Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>,mini-1235,9,0,9
ros-planning/navigation2,19a12409f30908ac2ba27718a42b2d8080a0552f,2026-02-26T18:39:12Z,Add isWithinPathTrackingBounds node (#5983),"* Add isWithinPathTrackingBounds node

Co-authored-by: silanus23 <berkantali23@outlook.com>
Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Add code coverage

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Apply suggestions

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Log

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Remove check

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Fix test

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Apply suggestions

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Lint

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

---------

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>
Co-authored-by: silanus23 <berkantali23@outlook.com>",mini-1235,408,0,408
ros-planning/navigation2,972dd4f2acbb64b679ea598996c4356aac41996d,2026-02-25T17:52:26Z,Redesign dynamic parameters patterns for costmap and fix costmap tests (#5974),"* Redesign costmap dynamic parameters patterns

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Clang tidy

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Self review

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Self review

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Fix tests

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Fix tests

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Add code coverage

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Fix

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Lint

Signed-off-by: Maurice Alexander Purnawan <mauricepurnawan@gmail.com>

* retrigger ci

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

---------

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>
Signed-off-by: Maurice Alexander Purnawan <mauricepurnawan@gmail.com>",mini-1235,545,273,818
ros-planning/navigation2,5caac6a8c110824da8b43a1f2323e396fc9d41b0,2026-02-25T00:26:12Z,Reject dynamic kinematic parameter updates when speed limit is active (#5832),"* Reject dynamic kinematic parameter updates when speed limit is active

Signed-off-by: Arnav-panjla <arnavpanjla@gmail.com>
Signed-off-by: Panav Arpit Raaj <praajarpit@gmail.com>

* fix: correct indentation for ament_uncrustify compliance

Signed-off-by: Arnav-panjla <arnavpanjla@gmail.com>
Signed-off-by: Panav Arpit Raaj <praajarpit@gmail.com>

* refactor: allow dynamic kinematic param updates when speed limit inactive and Removed ParameterType::Static

Signed-off-by: Arnav-panjla <arnavpanjla@gmail.com>
Signed-off-by: Panav Arpit Raaj <praajarpit@gmail.com>

* Add unit test for speed limit dynamic parameter

Signed-off-by: Arnav-panjla <arnavpanjla@gmail.com>
Signed-off-by: Panav Arpit Raaj <praajarpit@gmail.com>

* Add unit test for speed limit dynamic parameter guard

Signed-off-by: Arnav-panjla <arnavpanjla@gmail.com>
Signed-off-by: Panav Arpit Raaj <praajarpit@gmail.com>

* Reject dynamic kinematic param updates when speed limit active (#5832)

Signed-off-by: Arnav-Panjla <arnavpanjla@gmail.com>

* CI: Indentation fix

Signed-off-by: Panav Arpit Raaj <praajarpit@gmail.com>

* Formatting fix

Signed-off-by: panav <panav@10xconstruction.com>
Signed-off-by: Panav Arpit Raaj <praajarpit@gmail.com>

* Implement PreCallback for Param Changes

Signed-off-by: panav <panav@10xconstruction.com>

* Remove unused addPreParamCallback method and update references to addPreCallback in optimizer

Signed-off-by: panav <panav@10xconstruction.com>
Signed-off-by: Panav Arpit Raaj <praajarpit@gmail.com>

* Update nav2_mppi_controller/src/optimizer.cpp

Co-authored-by: Maurice Alexander Purnawan <mauricepurnawan@gmail.com>
Signed-off-by: Panav <63401208+Pana1v@users.noreply.github.com>
Signed-off-by: Panav Arpit Raaj <praajarpit@gmail.com>

* feat: Implement parameter pre-callbacks to prevent dynamic kinematic parameter updates during active speed limits and refine parameter handling logic.

Signed-off-by: Panav Arpit Raaj <praajarpit@gmail.com>

* removed acceleration params

Signed-off-by: Arnav-Panjla <arnavpanjla@gmail.com>

---------

Signed-off-by: Arnav-panjla <arnavpanjla@gmail.com>
Signed-off-by: Panav Arpit Raaj <praajarpit@gmail.com>
Signed-off-by: Arnav-Panjla <arnavpanjla@gmail.com>
Signed-off-by: panav <panav@10xconstruction.com>
Signed-off-by: Panav <63401208+Pana1v@users.noreply.github.com>
Co-authored-by: panav <panav@10xconstruction.com>
Co-authored-by: Panav <63401208+Pana1v@users.noreply.github.com>
Co-authored-by: Maurice Alexander Purnawan <mauricepurnawan@gmail.com>",Arnav-panjla,112,0,112
ros-planning/navigation2,913205382cb6a660505a026b4f83c07b7d787079,2026-02-20T21:05:52Z,Fix error parsing subtree when loading from file path (#5950),"* Revert ""Changing BT loading warning to be more clear (#5938)""

This reverts commit 517ebf4594fe01e1cefd5a9611eff10d24e161e3.

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Revert ""Bt warning fix (#5594)""

This reverts commit 00dfd67da7a24a950bece6bf5504cfc7f00da765.

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Fix subtree parsing error when using filepath

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Revert unrelated changes

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Lint

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Fix test

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Apply suggestions

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Second prototype

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Lint

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Fix test

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Apply suggestions

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Lint

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Lint

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Only require main id when using filepath

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Fix comment formatting in behavior_tree_engine.cpp

Signed-off-by: Maurice Alexander Purnawan <mauricepurnawan@gmail.com>

* Lint

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Fix test

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Require main_tree_to_execute to be set if multiple BehaviorTree tags present

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

* Add test to cover corner case

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>

---------

Signed-off-by: mini-1235 <mauricepurnawan@gmail.com>
Signed-off-by: Maurice Alexander Purnawan <mauricepurnawan@gmail.com>",mini-1235,167,74,241
